old_path,new_path,action,candidate_count
llm-wikid/raw/articles/科研/科研工具/了解-可能用到/祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！ 祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！.md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！ 祝贺！植物学领域！所有科研人员都去学一遍，以后将成为常态！.md,kept,
llm-wikid/raw/articles/科研/植物抗逆/耐旱/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,llm-wikid/raw/articles/科研/植物抗逆/耐旱/本研究系统对比了无人机高通量表型与传统冠层萎蔫目测评分在大豆耐旱性评价中的表现，证实无人机多光谱指标能更稳定、更准确地反映雨养条件下的产量保持能力。 无人机表型鉴定技术评估雨养大豆耐旱性及产量保持能力.md,kept,
llm-wikid/raw/articles/科研/育种改良/南北学苑/ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）.md,llm-wikid/raw/articles/科研/育种改良/南北学苑/ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）.md,kept,
result/2026-08-23_164540_web_clipper_import_manifest.csv,result/2026-08-23_164540_web_clipper_import_manifest.csv,kept,
llm-wikid/README.md,llm-wikid/README.md,kept,
llm-wikid/raw/Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源如果问一个育种家：现在水稻最 Nat commun - 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水....md,llm-wikid/raw/articles/科研/科研工具/了解-可能用到/Science Art一面科学，一面艺术，专注TOP级综述或分子机制图配图资料来源如果问一个育种家：现在水稻最 Nat commun - 华中农大熊立仲团队发现一个被意外截短的免疫蛋白，如何让水....md,removed_duplicate,1
llm-wikid/raw/提问永不过时 都Agent时代了，我还是想分享给你这12个我最常用的Prompt。.md,llm-wikid/raw/articles/学习AI/提示词与生图/提问永不过时 都Agent时代了，我还是想分享给你这12个我最常用的Prompt。.md,removed_duplicate,1
llm-wikid/raw/这2款电脑神器，装了才算会用 这2款电脑神器，装了才算会用.md,llm-wikid/raw/articles/待细分/这2款电脑神器，装了才算会用 这2款电脑神器，装了才算会用.md,removed_duplicate,1
llm-wikid/raw/DNA测序解决了“怎么读”，基因编辑解决了“怎么改”，但在合成生物学里，还有一个更基础的大问题一直没有真正解决：怎么又快、又准、又便宜地“写”出大量DNA。 NBT- 千条基因，一锅“拼”出来：....md,llm-wikid/raw/articles/科研/玉米遗传转化/DNA测序解决了“怎么读”，基因编辑解决了“怎么改”，但在合成生物学里，还有一个更基础的大问题一直没有真正解决：怎么又快、又准、又便宜地“写”出大量DNA。 NBT- 千条基因，一锅“拼”出来：....md,removed_duplicate,1
llm-wikid/raw/ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）.md,llm-wikid/raw/articles/科研/育种改良/南北学苑/ 2026.8.20  陈子奇  从水稻到玉米：迟到的“绿色革命”与AI时代的理想株型（南北学院）.md,removed_duplicate,1
records/2026-08-18_grow_guide_agents.md,records/2026-08-18_grow_guide_agents.md,kept,
AGENTS.md,AGENTS.md,kept,
llm-wikid/raw/《The Plant Journal》发表拜耳与佐治亚大学团队BINN框架：嵌入通路先验的稀疏网络，训练整合多组学，推断仅需基因型。玉米数据精度显著优于GBLUP，敏感性分析可发现非线性-上位性....md,llm-wikid/raw/articles/科研/科研工具/生信工具/《The Plant Journal》发表拜耳与佐治亚大学团队BINN框架：嵌入通路先验的稀疏网络，训练整合多组学，推断仅需基因型。玉米数据精度显著优于GBLUP，敏感性分析可发现非线性-上位性....md,removed_duplicate,1
"llm-wikid/raw/articles/股票/挖矿人/黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期....md","llm-wikid/raw/articles/股票/挖矿人/黄淮海夏玉米通常在6月上旬至下旬播种，此时气温高，全生育期内日均温≥10℃的积温可达3,600℃–4,700℃。该区降水集中在7–9月，约占全年降水量的60%，与玉米需水高峰期重叠。 黄金窗口期....md",kept,
llm-wikid/raw/articles/股票/挖矿人,llm-wikid/raw/articles/股票/挖矿人,kept,
llm_wikid_refresh_button.md,llm_wikid_refresh_button.md,kept,
llm-wikid/wiki/concepts/Bioinformatics Analysis.md,llm-wikid/wiki/concepts/Bioinformatics Analysis.md,kept,
llm-wikid/wiki/concepts/AI for Research.md,llm-wikid/wiki/concepts/AI for Research.md,kept,
llm-wikid/assets/cover.png,llm-wikid/assets/cover.png,kept,
result/2026-08-17_094219_obsidian_workspace_path_repair_manifest.csv,result/2026-08-17_094219_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-08-17_094218_web_clipper_import_manifest.csv,result/2026-08-17_094218_web_clipper_import_manifest.csv,kept,
result/2026-08-17_094217_obsidian_workspace_path_repair_manifest.csv,result/2026-08-17_094217_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-08-17_094216_web_clipper_import_manifest.csv,result/2026-08-17_094216_web_clipper_import_manifest.csv,kept,
result/2026-08-17_094207_obsidian_workspace_path_repair_manifest.csv,result/2026-08-17_094207_obsidian_workspace_path_repair_manifest.csv,kept,
result/2026-08-17_wechat_raw_auto_route_manifest.csv,result/2026-08-17_wechat_raw_auto_route_manifest.csv,kept,
笔记同步助手/images/7f347e7d5ac8eed7670d106b10371ed3_MD5.png,笔记同步助手/images/7f347e7d5ac8eed7670d106b10371ed3_MD5.png,kept,
笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,笔记同步助手/images/561605661ce619a68c2c7569a3051b4c_MD5.gif,kept,
笔记同步助手/images/713e0f4b4314e4bf2fb5db12781d9ab7_MD5.png,笔记同步助手/images/713e0f4b4314e4bf2fb5db12781d9ab7_MD5.png,kept,
笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,笔记同步助手/images/900148a43a4adeefdefb8fb4c5b51817_MD5.png,kept,
笔记同步助手/images/db7bfea0d3f36a87581de95cd5dc2c6f_MD5.png,笔记同步助手/images/db7bfea0d3f36a87581de95cd5dc2c6f_MD5.png,kept,
笔记同步助手/images/14ff227d8cfb3dda370a69d5c8848edf_MD5.gif,笔记同步助手/images/14ff227d8cfb3dda370a69d5c8848edf_MD5.gif,kept,
笔记同步助手/images/d1d2965775624f4ff18e3225521f92c0_MD5.png,笔记同步助手/images/d1d2965775624f4ff18e3225521f92c0_MD5.png,kept,
笔记同步助手/images/2959a06551ea203b55ab9e11ea5a3144_MD5.png,笔记同步助手/images/2959a06551ea203b55ab9e11ea5a3144_MD5.png,kept,
笔记同步助手/images/4cf39cf228cc1af260cdcf706b51c848_MD5.png,笔记同步助手/images/4cf39cf228cc1af260cdcf706b51c848_MD5.png,kept,
未命名.canvas,未命名.canvas,kept,
未命名 1.canvas,未命名 1.canvas,kept,
